名前,住所,お店の場所,経度,緯度
イオン甘木,福岡県朝倉市甘木380,,130.6539384,33.4052249
イオン筑紫野,福岡県筑紫野市立明寺434-1,,130.5267763,33.4809383
イオン大野城,福岡県大野城市錦町4-1-1,,130.4761995,33.5378012
SEGAARENA中間,福岡県中間市上蓮花寺3-1-1,,130.7216062,33.8230744
アミパラフォレオ博多店,福岡県福岡市博多区東那珂1-14-46,フォレオ博多2F,130.4399772,33.5742542
ABCパレード博多店,福岡県福岡市東区東浜1-1-1,ゆめタウン2F,130.4119807,33.61215809999999
プラサカプコン直方,福岡県直方市湯野原2-1-1,イオンモール直方2F,130.749394,33.7690392
タイトーステーション マリノア店,福岡県福岡市西区小戸2-12-30,マリノアシティ福岡マリナサイド棟2F,130.322752,33.5943686
タイトーステーション ヨドバシ博多店,福岡県福岡市博多区博多駅中央街6-12,,130.4215918,33.5881302
タイトーステーション 福岡天神店,福岡県福岡市中央区天神2-6-35,サザンクロスビル,130.3973464,33.5896519
小倉コロナワールド,福岡県北九州市小倉北区西港町27-5,,130.8582112,33.8966075
モーリーファンタジー原,福岡県福岡市早良区原6-27-8,イオン3F,130.3419811,33.5645624
モーリーファンタジー香椎浜,福岡県福岡市東区香椎浜3-12-1,イオンモール2F,130.4300516,33.6576007
モーリーファンタジー若松,福岡県北九州市若松区二島1-3-1,イオン2F,130.7434384,33.8919414
モーリーファンタジー大牟田,福岡県大牟田市岬町3-4,イオン2F,130.4281547,33.0305721
モーリーファンタジー大野城,福岡県大野城市錦町4-1-1,イオン3F,130.4758991,33.5379219
モーリーファンタジー筑紫野,福岡県筑紫野市大字立明寺434-1,イオン3F,130.5265456,33.4808264
モーリーファンタジー直方,福岡県直方市湯野原2-1-1,イオン2F,130.7496998,33.7687672
モーリーファンタジー徳力,福岡県北九州市小倉南区守恒2-8-8,イオン2F,130.876132,33.8339356
モーリーファンタジー八幡東,福岡県北九州市八幡東区東田3-2-102,イオン3F,130.8116653,33.8703471
モーリーファンタジー福津,福岡県福津市 793,イオン2F,130.4943788,33.7539722
らんらんらんど笹丘,福岡県福岡市中央区笹丘1-28-74,ダイエー笹丘店B1F,130.3767956,33.5648293
らんらんらんど水巻,福岡県遠賀郡水巻町樋口3-10,ダイエー水巻店1F,130.6891663,33.8719916
らんらんらんど田川,福岡県田川市大字伊田4616,トライアル田川店1F,130.8093688,33.65305900000001
らんらんらんど飯塚,福岡県飯塚市大字徳前40-1,トライアル飯塚店1F,130.6830347,33.6320533
プリズムストーン福岡,福岡県福岡市中央区天神2-5-35,岩田屋本店 本館6F,130.3980435,33.5883465
THE 3RD PLANET イオンタウン黒崎,"イオンタウン黒崎,福岡県北九州市八幡西区西曲里町3-1",,130.7607015,33.8598544
ペリカン武雄,佐賀県武雄市武雄町大字武雄4992,ゆめタウン武雄内2F,130.0249168,33.1887993
イオン佐賀大和,佐賀県佐賀市大和町大字尼寺3535,,130.2807774,33.303978
イオン上峰,佐賀県三養基郡上峰町大字坊所1551-1,,130.4183312,33.33248030000001
モーリーファンタジー佐賀大和,佐賀県佐賀市大和町大字尼寺3535,イオンモール2F,130.2811154,33.3037897
イオン佐世保,長崎県佐世保市島瀬町10-9,,129.7205567,33.1711717
イオン時津,長崎県西彼杵郡時津町浜田郷751-5,,129.8631014,32.8313825
イオン大村,長崎県大村市幸町25-200,,129.9539224,32.9013455
イオン大塔,長崎県佐世保市大塔町14-2,,129.7800472,33.1486532
イオン東長崎,長崎県長崎市田中町1027-8,,129.9523553,32.768463
イオン有家,長崎県南島原市有家町山川135-1,,130.3085656,32.6632548
セガワールド長崎ココウォーク,長崎県長崎市茂里町1-55,みらい長崎ココウォーク5階,129.8646484,32.7625341
ぴのきお,長崎県北松浦郡佐々町本田原免73-3,マックスバリュー佐々店2F,129.6504199,33.2401977
モーリーファンタジー時津,長崎県西彼杵郡時津町浜田郷751-5,イオン2F,129.8633911,32.8312608
モーリーファンタジー大村,長崎県大村市幸町25-200,イオン2F,129.9541638,32.901359
モーリーファンタジー大塔,長崎県佐世保市大塔町14-2,イオン3F,129.780251,33.1485319
モーリーファンタジー東長崎,長崎県長崎市田中町1027-8,イオン2F,129.9524358,32.7682871
モーリーファンタジー有家,長崎県南島原市有家町山川135-1,イオン1F,130.3090645,32.6633948
ミスターマックス長崎,長崎県長崎市岩見町26-1,,129.8518021,32.7680222
トイザらス厚木,神奈川県厚木市妻田東3-25-24,,139.3605724,35.4612156
トイザらス秦野,神奈川県秦野市曽屋4784,,139.2355364,35.3702396
トイザらス東戸塚,神奈川県横浜市戸塚区川上町87-8,東戸塚西口プラザ2F,139.5550691,35.4314973
トイザらス川崎高津,神奈川県川崎市高津区溝口6-11-1,,139.6126949,35.6079581
トイザらス港北ニュータウン,神奈川県横浜市都筑区茅ケ崎中央14-12,キーサウス2F,139.5732182,35.5424473
トイザらス藤沢,神奈川県藤沢市辻堂新町4-1-1,湘南モールフィル2F,139.4645105,35.3391335
ヤマダ電機LABI上大岡,神奈川県横浜市港南区上大岡西1-18-5,,139.5949495,35.4072873
ヤマダ電機LABI大船,神奈川県横浜市栄区笠間2-2-1,,139.5333769,35.3551656
ヤマダ電機テックランド戸塚,神奈川県横浜市戸塚区汲沢2-1-7,,139.5191706,35.4045146
西友LIVINよこすか,神奈川県横須賀市平成町3-21-4,,139.6837826,35.2751691
西友平塚,神奈川県平塚市東中原1-1-25,,139.3424737,35.3514586
西友武蔵新城,神奈川県川崎市中原区上新城2-12-1,,139.6295331,35.5879499
マルエツさがみ野,神奈川県海老名市東柏ヶ谷5-14-6,,139.4312302,35.4699936
キデイランド港北ニュータウン,神奈川県横浜市都筑区茅ヶ崎中央5-1,港北東急ショッピングセンター2F,139.5724217,35.5444257
ダイエー戸塚,神奈川県横浜市戸塚区吉田町884,,139.5379932,35.4092225
ダイエー三ツ境,神奈川県横浜市瀬谷区三ッ境7-1,,139.5040509,35.4659763
ダイエー東戸塚,神奈川県横浜市戸塚区品濃町535-1,,139.5610382,35.4305976
レジャーランド厚木,神奈川県厚木市戸室5-31-1,,139.3431153,35.4477252
セガワールド古淵,神奈川県相模原市南区古淵3-13-33,イトーヨーカドー3F,139.4186535,35.5530135
CLUBSEGA綱島,神奈川県横浜市港北区綱島西2-6-29,城田ビル3F,139.6328433,35.5363755
セガワールドなっつべりぃ,神奈川県川崎市川崎区港町12-1,イトーヨーカドー川崎港町店2F,139.7178941,35.5335581
セガワールドトレッサ横浜,神奈川県横浜市港北区師岡町700,トレッサ横浜南棟1F,139.6456092,35.5246129
NICOPA横浜四季の森フォレオ店,神奈川県横浜市旭区上白根3-41-1,,139.5408666,35.4989835
ニコパニトリモール相模原店,神奈川県相模原市南区大野台6-1-1,ニトリモール相模原3F,139.4097293,35.5553552
ハローズガーデン綾瀬店,神奈川県綾瀬市深谷3734-1,綾瀬タウンヒルズショッピングセンター2階,139.429023,35.4367503
ファンタスティックジャーニー横浜店,神奈川県横浜市都筑区池辺町4035-1,イトーヨーカドーららぽーと横浜店2階,139.5663144,35.5179093
アドアーズ橋本店,神奈川県相模原市緑区橋本3-3-1,SING橋本2F,139.3488003,35.59452510000001
ハーティーあさひや,神奈川県小田原市栄町2-9-33,アプリ4階,139.1591564,35.2553957
Forkids'+bトレッサ横浜,神奈川県横浜市港北区師岡町700,トレッサ横浜南棟3F,139.6456092,35.5246129
ピアゴ中山,神奈川県横浜市緑区台村町231-1,,139.5377529,35.5147205
ピアゴ大口,神奈川県横浜市神奈川区神之木町2-30,,139.6474513,35.4938496
アピタ日吉,神奈川県横浜市港北区箕輪町2-7-5,,139.6450562,35.5464886
アピタ長津田,神奈川県横浜市緑区長津田みなみ台4-7-1,,139.4986498,35.51844790000001
サガミ堂,神奈川県相模原市陽光台3-6-7,,139.3757101,35.554801
タイトーステーション 海老名ビナウォーク店,神奈川県海老名市中央1-18-1,,139.3956832,35.4527589
ジョーシン港北インター,神奈川県横浜市都筑区折本町191,,139.5892959,35.52141520000001
イトーヨーカドー相模原,神奈川県相模原市南区松が枝町17-1,,139.4251013,35.51555099999999
イトーヨーカドー上大岡,神奈川県横浜市港南区上大岡西3-9-1,,139.5968326,35.4039489
イトーヨーカドー藤沢,神奈川県藤沢市鵠沼石上1-10-1,,139.4891277,35.3349764
イトーヨーカドー厚木,神奈川県厚木市中町4-13-1,,139.3618334,35.4384074
イトーヨーカドー綱島,神奈川県横浜市港北区綱島西2-8-1,,139.6318018,35.535395
イトーヨーカドー武蔵小杉,神奈川県川崎市中原区小杉町3-420,,139.6578729,35.5755379
イトーヨーカドー新百合ヶ丘,神奈川県川崎市麻生区上麻生1-4-1,,139.5093382,35.6031776
イトーヨーカドー鶴見,神奈川県横浜市鶴見区鶴見中央3-15-30,,139.686106,35.5088619
イトーヨーカドー川崎港町,神奈川県川崎市川崎区港町12-1,,139.7178941,35.5335581
イトーヨーカドー能見台,神奈川県横浜市金沢区能見台東3-1,,139.627269,35.3585445
イトーヨーカドーたまプラーザ,神奈川県横浜市青葉区美しが丘1-6-1,,139.5567691,35.5784543
イトーヨーカドー大船,神奈川県鎌倉市大船6-1-1,,139.5383071,35.3539575
イトーヨーカドー伊勢原,神奈川県伊勢原市桜台1-8-1,,139.3148537,35.3951362
イトーヨーカドー溝ノ口,神奈川県川崎市高津区久本3-6-20,,139.6159089,35.5989845
イトーヨーカドー古淵,神奈川県相模原市古淵3-13-33,,139.4186535,35.5530135
イトーヨーカドー横浜別所,神奈川県横浜市南区別所1-14-1,,139.5947023,35.415964
イトーヨーカドー川崎,神奈川県川崎市川崎区小田栄2-2-1,,139.7087205,35.5145329
イトーヨーカドー大和鶴間,神奈川県大和市下鶴間1-3-1,,139.457133,35.4905089
イトーヨーカドー湘南台,神奈川県藤沢市石川6-2-1,,139.4466583,35.3922847
イトーヨーカドー立場,神奈川県横浜市泉区中田西1-1-15,,139.5002378,35.4136382
イトーヨーカドーららぽーと横浜,神奈川県横浜市都筑区池辺町4035-1,,139.5663144,35.5179093
イトーヨーカドーアリオ橋本,神奈川県相模原市緑区大山町1-22,,139.3497503,35.5910509
プレイランド大和鶴間店,神奈川県大和市下鶴間1-3-1,イトーヨーカドー大和鶴間店3F,139.457133,35.4905089
プレイランド川崎店,神奈川県川崎市川崎区小田栄2-2-1,イトーヨーカドー川崎店3F,139.7087205,35.5145329
SOYU Game Field湘南店,神奈川県藤沢市辻堂新町4-1-1,湘南モールFILL2F,139.4645105,35.3391335
アピナ橋本店,神奈川県相模原市緑区西橋本5-1-1,ラ・フロール駐車場棟1階,139.3381095,35.5973749
モーリーファンタジー横浜新吉田,神奈川県横浜市港北区新吉田東8-49-1,イオン2F,139.6128122,35.5324299
モーリーファンタジー茅ヶ崎,神奈川県茅ヶ崎市茅ヶ崎2-7-71,イオン2F,139.4089598,35.3346572
モーリーファンタジー秦野,神奈川県秦野市入船町12-1,イオン2F,139.2285555,35.3782269
らんらんらんど相模原小山,神奈川県相模原市中央区小山3-37-1,相模原モール2階,139.35636,35.5830035
モーリーファンタジー大和鶴間,神奈川県大和市下鶴間1-2-1,イオン3F,139.4579396,35.4890031
モーリーファンタジー本牧,神奈川県横浜市中区本牧原7-1,イオン5F,139.6673714,35.4253548
らんらんらんどサクラス戸塚,神奈川県横浜市戸塚区戸塚町4253-1,サクラス戸塚店2F,139.5308159,35.4011817
らんらんらんどルララ港北,神奈川県横浜市都筑区中川中央2-2-1,ルララこうほく4F,139.5779683,35.5488918
らんらんらんど戸塚,神奈川県横浜市戸塚区吉田町884,ダイエー戸塚店3F,139.5379932,35.4092225
らんらんらんど上溝,神奈川県相模原市中央区上溝5-14-19,ダイエー上溝店4F,139.3613419,35.5580541
らんらんらんど相模原,神奈川県相模原市中央区相模原3-9-21,ダイエー相模原店4F,139.3693711,35.577925
プリズムストーン横浜,神奈川県横浜市西区 みなとみらい2-2-1-2,横浜ランドマークプラザ4F,139.6310839,35.4552397
ビックカメラ相模大野駅店,神奈川県相模原市南区相模大野3-8-1,相模大野ステーションスクエアB館6F,139.4369276,35.5313305
イオン橋本,神奈川県相模原市緑区橋本6-2-1,,139.3449311,35.5962416
イオン相模原,神奈川県相模原市南区古淵2-10-1,,139.4167815,35.5536635
イオン本牧,神奈川県横浜市中区本牧原7-1,,139.667071,35.4254991
イオンつきみ野,神奈川県大和市つきみ野1-6-1,,139.4572462,35.5028699
イオン大和鶴間,神奈川県大和市下鶴間1-2-1,,139.4576553,35.4892259
イオン茅ヶ崎中央,神奈川県茅ヶ崎市茅ヶ崎3-5-16,,139.4026496,35.3360565
イオン秦野,神奈川県秦野市入船町12-1,,139.228298,35.3783275
イオン茅ヶ崎,神奈川県茅ヶ崎市茅ヶ崎2-7-71,,139.4087077,35.3347403
イオン厚木,神奈川県厚木市中町1-5-10,,139.3667913,35.44215150000001
ミスターマックス湘南藤沢,神奈川県藤沢市辻堂新町4-3-5,,139.4640911,35.3397223
アル・プラザ茨木,大阪府茨木市上郡2-12-8,,135.5557441,34.8382082
アル・プラザ香里園,大阪府寝屋川市日新町5-5,,135.6232719,34.7831908
アル・プラザ枚方,大阪府枚方市津田元町1-4-1,,135.7019759,34.8081115
ペリカン若江岩田,大阪府東大阪市瓜生堂1-10-52,イズミヤ内2F,135.6009932,34.6618209
ペリカン千里丘,大阪府吹田市山田南1-1,イズミヤ内2F,135.5374051,34.7878605
ペリカン和泉中央,大阪府和泉市いぶき野5-1-11,エコールいずみ店内2F,135.4557021,34.459708
トイザらス堺,大阪府堺市北区長曽根町1921,,135.5032378,34.5661772
トイザらス住之江公園,大阪府大阪市住之江区南加賀屋2-3-23,,135.4743868,34.6079807
トイザらス貝塚,大阪府貝塚市石才217,,135.3609058,34.4332899
